sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112
S4_E_ST_39B,45798,0.236815465,0.176223651,-0.129943996,-0.005242746,0.005455232,-0.004418098,0.006727044,-0.006496065,-0.005081571,0.011992846,0.016432376,-0.02947791,-0.000330819,0.021442682,0.016763727,-0.010964388,-0.005557746,0.009172077,0.00230752,-0.000425397,-0.001217406,0.001233232,0.000617548,0.000843541,-0.000307242,-0.000800772,0.001184747,0.000894137,-0.000596559,-8.16E-05,6.73E-05,-0.000681161,-8.30E-05,-0.000547082,-0.000671634,-0.000189999,-6.87E-05,0.00025912,0.000227499,-3.68E-05,-0.000357613,-0.000128225,-8.72E-05,3.58E-05,0.000246538,-5.17E-07,7.45E-06,6.87E-05,-2.68E-05,-6.17E-05,0.000112979,-4.70E-05,2.65E-05,1.99E-05,-2.41E-06,2.34E-06,-3.89E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_P_LT_31A,45800,0.290290814,-0.177642649,0.0073721,-0.001599461,0.001198337,-0.000498217,-0.001810747,0.00242658,-0.000977995,0.001870696,0.006196736,-0.014706962,0.003638108,-0.007240486,-0.003848792,-0.00109018,-0.000123123,-0.00133282,-0.003040232,0.001604572,0.001068631,0.003548395,0.001911129,0.003919608,0.000130956,0.006562618,0.000450309,-0.001419598,0.001677345,8.89E-05,-3.23E-05,0.002845222,0.000583494,-0.000815568,0.002311297,-0.002481439,-0.000978981,0.002833352,0.001370727,0.001253757,-0.004090067,6.35E-05,6.14E-05,-0.001191621,0.000316365,0.002778299,-0.000942435,-0.001934397,1.80E-05,0.00018756,-0.000283483,0.000211952,-0.000258712,-0.000158251,-0.00021587,-2.60E-05,-2.06E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_P_LT_33A,45801,0.292467142,-0.166299061,0.005010949,0.000461816,0.001420867,-0.000512618,-5.85E-05,-0.000927443,-0.001096549,0.002437056,0.006555215,-0.015423952,0.003856062,-0.007808306,-0.003874831,0.000197132,-0.000539597,0.000668156,-0.006739939,0.000633667,0.003992873,0.005266465,0.005016479,0.008567314,-0.000816595,0.000946338,0.002184298,0.001568768,-0.000341244,-0.000219376,-0.000286349,-0.001491795,-0.000199428,-1.60E-05,-0.002134856,0.000695593,-0.00021407,-0.003106316,-0.002327637,-0.000503688,0.003353837,0.001122243,0.000884905,-0.000377667,0.001744971,0.00091748,0.000683136,0.000217245,8.10E-05,0.000235847,-8.64E-05,-6.49E-05,0.000294601,2.19E-05,-0.000398305,-8.97E-05,-3.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_P_LT_35A,45802,0.291495302,-0.165652446,0.005040539,0.00066181,0.001396705,-0.000480293,0.000132084,-0.000235285,-0.000405089,0.002068499,0.004424687,-0.013481459,0.002382553,-0.007764689,-0.002639935,-0.000855429,0.000242367,-0.001107143,-0.000100759,0.001162572,-0.000652788,0.005666092,-0.000941885,-0.000872902,0.000211939,0.003959904,0.004040694,0.001413834,0.001457381,-0.000452463,-0.00047034,0.00022987,0.000847309,-0.000519719,-0.000521838,-0.002980244,-0.002029447,-0.002551749,-0.002418386,0.001802288,-0.000855763,-0.001256335,-0.001153191,0.001377109,-0.000177193,-0.005854254,-0.001062643,7.27E-05,-0.000210459,-0.001385672,0.000845352,1.02E-05,-2.59E-05,-0.000133406,0.000271906,0.000134661,4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S4_P_ST_39B,45803,0.300363163,-0.132889871,-0.002090539,0.00642243,0.002434946,-0.000553519,0.00474511,-0.007461224,-0.00016617,0.001462564,0.001970926,-0.009044003,0.001206231,-0.000923453,-0.003501805,-0.006020423,0.000898379,0.000273863,0.004124834,0.001223005,-0.002316469,0.008271758,-0.00118283,-0.001242266,0.000637006,0.00478299,-0.003912782,-0.003247757,0.000366484,0.000694461,0.000358713,0.002578923,-0.001123554,-0.00188693,-0.001102742,0.004848728,0.001631635,0.00114895,-0.000392123,0.001049193,-0.001770554,0.001094938,0.00071606,-0.001156809,0.001148191,0.003097849,0.00128014,-0.001987419,8.18E-05,0.000401196,-0.00042265,0.000162595,-0.000600194,-0.000375987,0.000341234,0.000187927,5.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_E_LT_31A,45805,-0.574421995,-0.006925608,-0.005073943,0.064847682,0.003711399,0.018449052,0.009512645,0.004253178,-0.002173689,-0.000355211,0.000341094,0.000262589,-0.005174645,-0.001133392,-0.003412931,-0.002536846,-0.000912497,0.002877416,-0.006348548,-0.006907373,-0.001852473,-0.000917765,-0.006498359,0.000783694,-0.00436623,0.001257998,0.000313793,-0.000664279,0.002319728,0.003453718,-0.003223354,-0.00214278,-0.001809408,-0.004597651,0.004316661,0.000632261,0.000691538,-0.002727248,0.00129873,-0.000501251,-0.000345519,0.000565403,0.000219164,-0.000430233,-0.000239438,-0.000361904,-4.39E-05,-7.86E-05,8.49E-05,6.16E-05,-0.000321327,0.000401638,4.92E-05,-0.000191463,-6.68E-06,5.16E-05,0.000598978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_E_LT_33A,45806,-0.570477435,-0.006728897,-0.005071445,0.063270804,0.003838988,0.016660334,0.013382139,0.005882058,0.000827675,-0.003757527,0.008751111,0.002049414,-0.0101574,-0.001792484,-0.003435783,-0.000701983,-0.002052067,0.000754291,-0.002774168,-0.003748951,-0.00046361,-0.000609053,-0.002974222,-0.000242463,0.00016953,0.003440835,-0.001225801,-0.000578901,-0.002628832,-0.008086482,-0.002504205,-0.001483016,-0.004865356,0.005160582,-0.00390076,-0.000658574,-0.001360246,0.002524376,-0.000836775,0.000486319,-0.000148006,0.001051425,-0.000368203,-0.000644923,-0.000244432,-0.000216598,0.000139246,-5.83E-05,-0.000179406,0.000394759,-7.08E-06,-0.000771033,0.000473243,-2.46E-05,6.01E-06,-1.77E-05,9.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_E_LT_35A,45807,-0.487150444,-0.002469063,0.005267789,-0.048926124,-0.005475328,0.014626351,0.001749802,0.000716538,-0.01698878,0.006735473,0.003144512,-0.000619137,-0.006989681,0.001986374,0.002381746,0.005494583,-0.005564553,-0.003503566,0.008020243,0.011982246,-0.000865906,0.000104578,-0.006824633,0.005585342,-0.005880685,0.002843765,-0.003791311,0.002693782,-0.002731167,-0.000634268,0.001690931,-0.00272542,0.003475001,-0.000564864,0.001146034,0.001200546,-0.001330532,-0.001570545,0.000605606,-0.000712491,-0.000402586,-0.000820544,0.000807871,0.00097993,0.000193444,0.000113719,-0.000158754,-5.38E-05,0.000115172,0.000148202,-0.000130329,-1.78E-05,6.87E-05,5.98E-06,-1.47E-06,5.15E-06,1.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_E_ST_39B,45808,-0.49708179,-0.002891708,0.002046224,-0.074852053,-0.004286569,-0.042678517,0.022301049,0.000757034,-0.009442902,0.009693817,-0.013773161,-0.002789566,-0.006563846,-0.000438324,-0.000320993,-0.0035423,0.015203276,0.000989986,-0.004609297,-0.00906244,0.001067486,-0.000168483,-0.00093605,-0.000668144,0.009158701,0.001718048,0.00024527,0.000580733,-0.005131794,-0.001867559,0.002967031,-0.001188096,0.001384008,-0.000976792,0.001502293,0.001375716,-0.002501611,0.000552507,-0.000264166,0.000122057,0.000332267,-0.00110937,-4.77E-05,7.52E-05,0.000216736,0.000362199,-4.67E-06,9.42E-05,7.57E-05,-0.00018007,4.20E-05,0.00015281,5.21E-05,0.000181918,-1.74E-07,-1.23E-05,-8.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_P_LT_31A,45810,0.307167841,0.088625633,-0.023962604,0.020417028,-0.080656534,-0.003777138,0.003262617,0.009569251,0.01248709,0.021667832,-0.000463871,-0.00320257,-0.001950215,0.004980713,-0.000960096,0.004872371,0.001027709,-0.007972564,0.002328821,-0.002067394,-0.001967529,0.001634222,0.000229161,0.002681773,-0.002387762,-0.003430353,0.001259794,0.002011362,-0.005783444,0.002298981,-0.001607233,0.001441804,-0.00280482,0.000391446,0.000102129,-0.000510639,0.000162517,-8.12E-05,-0.000283544,-0.000636771,-0.000456947,0.000457529,-0.000366822,-0.000993129,-0.00022309,-2.34E-05,7.70E-06,1.45E-05,0.000152785,-5.96E-05,-0.000279067,0.000204106,0.00026701,6.32E-05,-1.09E-05,1.33E-06,3.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_P_LT_33A,45811,0.283968466,0.20515572,0.025345432,0.012580908,-0.08354501,-0.008804435,-0.00032107,-0.001486414,-0.00191679,-0.003167379,-0.000551145,0.000337442,-0.000270532,-0.001272412,0.000390687,-0.001281293,0.000418336,0.001615192,0.002549991,0.00089568,0.013658393,-0.000287115,-0.003758233,-0.002715258,-0.001394826,0.001332539,-0.002158544,0.005704945,0.004382146,-0.00084971,0.006923791,0.001483474,-0.008302334,-0.001003676,0.003191531,-0.000423459,0.000497196,0.000331665,-0.002350639,-0.002194238,-0.000392228,0.000452278,-0.00055179,0.000331267,0.00017172,-0.000170863,2.06E-05,-6.26E-05,-0.000782215,0.000463974,0.000180613,0.00022701,-5.81E-05,0.00041263,-4.78E-05,-0.000160255,9.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_P_LT_35A,45812,0.299680191,0.141361869,0.007194954,0.020167858,-0.068860177,-0.008342388,0.004924019,0.008427477,0.010177104,0.026011111,0.001896017,-0.002628361,0.000715217,0.00913877,-0.003826642,0.015021875,-0.002132409,0.003966614,-0.001998992,-0.000875571,-0.005946409,-0.001293718,0.00186549,-0.001123074,0.002934043,0.003215806,-0.00179591,0.000134674,0.006489812,-0.002451635,0.00283917,-0.002007685,0.001564099,-0.000624637,-0.000137821,0.000289525,0.000715812,0.000443278,-3.49E-05,0.000785934,0.000579378,-0.001361804,0.001270424,0.000424463,-5.60E-06,-0.000112338,1.29E-05,-3.33E-05,-0.000287801,-8.56E-05,-0.000127891,-0.000256535,-0.000226874,-8.12E-05,9.32E-06,-7.58E-08,-4.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5_P_ST_39B,45813,0.284690533,0.202932353,0.025461861,0.013077176,-0.083026364,-0.00916909,-0.000121746,-0.001633605,-0.003736775,-0.007935585,-0.001530302,-0.000134261,-2.89E-05,-0.002437,0.000816859,-0.003846673,1.76E-05,0.000949835,-0.002815505,0.00385859,-0.007131719,-0.00091564,0.001007077,0.000471546,0.002123622,0.001052405,-0.000332478,0.003859654,-0.000935774,0.000494168,-0.000539073,-0.002577387,0.001167515,4.26E-06,-0.0024088,2.14E-05,0.002431539,-0.000316334,0.002441554,0.003738654,0.001485659,0.000330352,-0.002409693,0.002345598,-0.00012074,0.001394571,-0.000459528,0.000250726,0.000378146,-0.000149537,-0.000153904,0.000603805,0.000512321,-0.00075891,-0.000107492,0.000141357,5.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_E_LT_31A,45815,-0.548685218,-0.005611871,-0.002716056,0.028407116,0.002253134,-0.001925701,-0.01460199,-0.004982441,-0.002293533,0.005116455,-0.012734104,-0.002446112,0.009453893,0.000984791,0.001767387,-0.00097463,0.002063764,0.000468903,-0.001001569,-0.002439352,-0.00019764,-2.10E-05,-0.000500711,-0.000420352,-0.002736148,0.00069986,-0.001221333,0.001905284,-0.002798179,-0.003599333,-0.00053384,-0.001070289,0.001852932,-0.004629651,0.004568462,0.002524704,-0.004667336,0.003692999,-0.002152261,0.00210487,0.002628572,-0.000829423,-0.001011047,-0.000599438,-6.96E-05,-0.00011484,-8.53E-05,-2.62E-06,9.85E-05,-0.000412896,-5.60E-05,0.0008028,-0.00042707,-0.000126758,-1.31E-05,3.42E-05,9.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_E_LT_33A,45816,-0.537690683,-0.005071427,-0.002688325,0.033997205,0.003007243,0.004764855,-0.023374186,-0.004841794,-0.012303562,0.010396623,-0.019071583,-0.004382171,0.001407725,0.000771209,-0.003733859,-0.005168614,-0.00153569,0.003495762,-0.003541746,-0.002064885,-0.001312168,0.000220923,0.001665199,-0.000886572,-0.00674976,-0.004472772,0.001342706,0.001124998,0.002847788,0.004430061,-0.001181357,0.002160868,0.002603236,-0.00522697,0.002993031,-0.001081032,0.003061199,-0.000288692,6.93E-05,-0.000137371,-0.001282224,0.00348023,0.002614676,0.00237205,-0.00026556,-0.000979086,-0.000310318,-0.00030599,5.83E-05,0.000831922,-0.000348659,-0.00055467,0.0004482,0.000235122,-5.31E-06,-2.93E-05,-0.000251902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_E_LT_35A,45817,-0.31745734,-0.001428479,0.089972673,-0.119902454,-0.03220497,0.153901649,-0.022438527,-0.014601706,0.016330406,0.001535637,0.000537223,-0.002537757,-0.006156914,0.000585401,0.001366162,-0.001243869,0.002526599,-0.001727095,0.003229948,-0.004046752,0.001541929,0.000857865,0.000767169,0.000812955,-3.57E-05,-0.000741972,-0.001116452,0.001257742,0.000829795,3.69E-06,-0.000294626,0.000564,0.000977975,0.000286673,-0.000286457,0.000178712,-0.000381267,-2.00E-05,4.67E-05,-8.95E-05,-7.51E-05,-0.000252083,0.000172522,-1.76E-05,4.29E-06,4.27E-05,1.06E-05,2.02E-05,-1.37E-05,-5.76E-05,-1.83E-06,-4.41E-05,-5.50E-06,-8.37E-05,-1.62E-06,1.90E-06,-5.71E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_E_ST__39B,45818,-0.451695287,-0.000612967,0.003062772,-0.089129006,-0.003567874,-0.042399416,0.016744077,0.00551318,-0.022355334,0.010744531,-0.013726716,-0.000865035,-0.008223638,-0.002955847,-0.008495113,-0.003898703,-0.015183504,0.001701462,0.001275149,0.004594241,-0.00215976,0.000303378,-0.007933091,0.007596743,-0.001951945,-0.007238468,0.002294381,-0.001777295,0.00395346,-0.003314534,-0.000363463,0.0039697,-0.000699014,-0.00031015,-0.000111035,-0.000386752,0.000880597,-0.000832824,0.000585632,-0.000373922,-0.000583427,0.000132011,0.000148623,-0.000581255,-8.84E-05,0.000111172,0.000179049,0.000158512,-0.000156326,-0.000536432,0.000306726,0.000106968,-0.000361712,-0.00027965,4.48E-06,8.53E-06,4.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_P_LT_31A,45820,0.296609172,-0.180420146,0.008009286,-0.001533766,0.001811284,-0.000757446,-0.002028194,-0.000487598,-0.002459051,-0.003125902,0.001224165,0.009575529,0.004123261,0.001514604,-0.013520209,0.003211309,0.003986237,-0.003860219,-0.004860474,0.00086805,0.003859688,0.00288512,0.002843679,0.006118296,-0.000983241,0.001823004,0.000407827,1.43E-05,0.000502725,-2.19E-05,7.06E-05,0.000791047,0.000226001,-5.23E-05,0.000755942,0.001031429,0.00062935,0.002159635,0.002247658,-0.000942372,0.000201515,-0.000589537,-7.98E-05,0.000934338,-0.003130442,-0.00082429,-0.001769496,-0.001163164,-0.000400714,-0.001822826,0.001237333,-7.26E-05,0.000453262,7.28E-05,5.09E-05,3.38E-05,7.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_P_LT_33A,45821,0.289980608,-0.190625934,0.009845984,-0.003834791,0.00125926,-0.000617809,-0.002422687,-0.00088104,-0.003454129,-0.000651373,0.005058193,0.002901082,0.003285104,0.010831235,-0.005223635,-0.003279967,0.000209155,0.00164473,0.004177076,-0.00155497,-0.001346456,-0.004079531,-0.000628727,-0.000983223,-0.00030615,0.001779891,0.005011596,0.002103455,0.000572667,-0.000407275,-0.000416271,0.000249542,-0.000154343,0.000168136,-0.000322482,0.006413976,0.002964535,0.002890215,0.002756348,-0.002968995,0.001975659,0.001034271,0.000322203,-0.000175319,0.000367819,-0.00106667,7.74E-05,0.001353507,-8.27E-05,-0.000555266,0.000468744,-0.00010859,0.000242884,0.000246325,0.000183262,-1.19E-05,-1.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_P_LT_35A,45822,0.301131543,-0.15646683,0.002813062,0.002933516,0.002254016,-0.000755827,0.002410362,-0.007579629,-0.001436536,-0.002836084,-0.003849177,0.015444868,-0.000327376,0.003891689,-0.005740192,0.003422839,0.003311865,-0.002268231,0.00381521,0.000688182,-0.003558581,0.015384827,-0.00791756,-0.012361422,0.000475424,-0.001979505,0.002943869,0.002007995,0.000540349,-0.000464807,-0.000775279,-7.17E-05,0.000874548,0.003570143,0.002709891,0.003664251,0.001994236,-0.000184299,-0.000518218,0.000825346,0.000107712,-0.000112805,0.000156548,0.000501901,-0.002070114,0.000462668,-5.40E-05,0.000524502,-4.72E-05,0.000105267,-5.66E-05,2.28E-05,-0.000152829,-5.79E-05,2.35E-05,2.13E-05,1.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S6_P_ST_39B,45823,0.301658345,-0.13069526,-0.002557668,0.00681507,0.002516023,-0.000539345,0.005092075,-0.008581978,-8.85E-05,0.001804909,0.002703609,-0.01231862,0.002364519,-0.00696636,-0.006847124,-0.004277908,0.002091418,-0.003509157,0.002866686,0.000919175,0.000146409,-0.008290678,0.001997215,0.004536208,-0.000231118,0.004454558,-0.000634052,-0.001119033,0.000193579,0.000288877,0.000540526,0.000396085,-0.000683904,-0.002506364,-0.002078987,6.81E-06,8.82E-05,0.0009681,0.001585747,-0.001856026,0.001996029,5.72E-05,-0.000223556,0.000302606,0.001621736,-0.002832086,-0.000373122,-0.000477209,-5.03E-05,-0.000159124,5.35E-05,8.67E-05,-0.000517169,-8.72E-05,0.00066842,0.000145057,5.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_E_LT_31A,45825,-0.572226829,-0.006810729,-0.004459128,0.057051739,0.002618858,0.019151788,0.028400293,0.006543243,0.01111652,-0.006377691,0.00824052,0.000920624,-0.015716406,-0.001422588,-0.00675701,-0.002690815,-0.005198422,0.000840853,0.001461085,0.004321782,-5.78E-05,0.000561233,0.002433499,0.000924966,0.000540398,-0.00356716,0.000879988,0.000416602,0.000931347,0.004070989,0.002898656,0.001069762,0.003598579,-9.68E-05,-0.000294826,0.000193374,-0.000324207,0.001195937,-0.000911786,0.000495976,0.000981875,-0.001125165,-0.000739749,0.000569678,0.000305524,0.000264719,-0.000129421,-0.000123158,8.47E-05,0.000697893,-8.36E-05,-0.000967053,0.000577316,1.04E-05,2.51E-05,-1.98E-05,0.000193476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_E_LT_33A,45826,-0.576372413,-0.007014881,-0.00502011,0.060220222,0.003254406,0.015406393,0.022495686,0.006867313,0.012311868,-0.010978295,0.018490149,0.004243614,-0.008384257,-0.002058347,-0.00239766,0.00136648,-0.005669051,-0.00041321,-0.00032956,-0.003243462,0.000995853,0.000133573,0.000125341,-0.00045934,0.007782132,0.000299615,0.002326327,-0.000875004,-0.002959937,0.002256894,0.004684732,0.001668534,0.000819709,-0.000754434,0.000455033,-0.000374495,0.000843945,-0.000603703,0.000505466,-0.00048849,-0.001547804,0.002457029,0.002811521,0.001617154,-0.000255269,-0.000643583,-0.000174452,-1.88E-05,2.50E-05,-0.000522005,-1.08E-05,0.000544136,-0.000601329,-0.000550183,-9.40E-06,3.85E-05,7.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_E_LT_35A,45827,-0.495874651,-0.002943632,0.004113993,-0.011634121,-0.004246745,0.052052659,0.044183997,0.024594999,-0.040125516,0.00342074,0.016412278,0.002441443,-0.012202548,-0.000821574,0.003102483,-0.001450027,0.013648893,0.00051986,-0.001644655,-0.005160308,0.00061524,0.000379223,0.001520778,-0.000450586,0.000860579,-0.001747876,4.51E-06,0.001072937,0.000310008,0.001873483,0.000136007,-2.74E-05,0.001480786,-0.000833256,0.000575154,0.000314309,-0.000738753,0.000809261,-0.000351905,0.000119957,-5.37E-05,-4.19E-06,0.000348009,0.000364407,7.12E-05,8.02E-05,3.43E-06,3.90E-05,-3.01E-05,-9.27E-05,0.000117346,-0.000144041,-7.60E-05,-0.000102891,5.48E-06,-5.33E-06,-4.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_E_ST__39B,45828,-0.502086844,-0.003178724,0.007165324,-0.065830746,-0.009108922,0.022098461,0.000985213,-0.010380737,-5.21E-05,0.010404774,-0.009360987,-0.007775376,-0.016379123,0.007068049,0.001235291,0.001403655,0.018142105,0.002172656,-0.005795851,0.006276865,-0.001621387,-0.001697828,-0.00149711,-0.002466736,0.003061971,0.004709931,0.001692577,-0.002805565,8.97E-05,0.004559732,0.001109362,0.000251063,-0.002259294,0.001746543,-0.002207789,-0.002071339,0.003535952,0.000834409,-0.000697732,0.000911266,0.000922062,0.001897853,-0.001231555,-0.00056368,-0.000422608,-0.000780409,-3.24E-05,-0.000272045,-7.82E-05,0.00065764,-0.000220635,-0.000201117,0.000148794,6.47E-05,-5.47E-06,5.84E-06,3.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7_P_LT_31A,45830,0.278082225,0.233609533,0.047956454,0.000311082,0.042560638,0.001168564,0.000792228,8.11E-05,0.007209747,0.020815577,0.005229386,0.009324997,0.002492637,-0.014119561,-0.000545309,0.004439309,0.003181474,0.016665324,0.010178867,-0.00376163,-0.002928584,-0.000463849,0.002178559,0.004068768,-0.001831451,-0.003024055,0.000541965,-0.000859746,-0.002721838,0.000402901,0.000417067,-0.001617352,-0.001784198,0.000218639,0.000202608,-0.000345786,0.000943866,9.83E-05,-0.000379144,-6.99E-05,-0.000683313,-5.13E-05,-0.000343992,-0.000440757,-0.000642726,0.000203167,0.00032452,-2.14E-05,0.000149183,-5.73E-05,-0.000215924,0.000117198,0.000306379,4.08E-05,-2.05E-05,1.91E-05,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
